track_id,genre,artist_name,track_name,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
4AMY0oGSt7vZwgxDnHCJBr,"Dance, Pop",XO Cupid,True Colors (feat. Maya Avedis),79,0.0796,0.636,0.63,0.0,0.13,0.0346,0.454
3SdTKo2uVsxFblQjpScoHy,"Pop, Rock, Soul",Ben E. King,Stand by Me,79,0.57,0.65,0.306,7.07e-06,0.0707,0.0393,0.605
3goSVuTt3fDYDP6kRnFwuL,"Dance, Pop, R&B",Rihanna,Take A Bow,79,0.248,0.6970000000000001,0.467,0.0,0.0941,0.0715,0.5720000000000001
6e40mgJiCid5HRAGrbpGA6,"Dance, Pop",Backstreet Boys,I Want It That Way,79,0.21600000000000005,0.6890000000000001,0.7020000000000001,0.0,0.159,0.0261,0.484
3w3y8KPTfNeOKPiqUTakBh,"Dance, Pop",Bruno Mars,Locked Out Of Heaven,79,0.049,0.726,0.698,0.0,0.309,0.0431,0.867
3vWzyGTu6Ovo1GdrcJqH6e,"Hip-Hop, Rap, Pop",Lil Wayne,Scared of the Dark (feat. XXXTENTACION),79,0.0468,0.443,0.623,0.0,0.247,0.0718,0.156
3i01Zk9c0FQ5HA1WJjflXI,"Hip-Hop, Rap, Pop",YBN Cordae,Kung Fu,79,0.0227,0.8759999999999999,0.608,1.16e-05,0.107,0.109,0.258
3ssX20QT5c3nA9wk78V1LQ,"Hip-Hop, Rap, Pop",2Pac,Ambitionz Az A Ridah,79,0.00253,0.8009999999999999,0.908,0.000655,0.0698,0.221,0.805
0TCnOEVeLQMXOUrpPlM7uY,"Hip-Hop, Rap, Pop",Rae Sremmurd,Guatemala - From Swaecation,79,0.185,0.8490000000000001,0.6990000000000001,0.00118,0.0954,0.0574,0.0778
0PpfPNtQOOvbMNVJijTQj0,Rap,Pardison Fontaine,Backin' It Up (feat. Cardi B),79,0.0886,0.7959999999999999,0.68,0.0,0.268,0.353,0.565
3ncgNpxLoBQ65ABk4djDyd,"Hip-Hop, Rap, Pop",Famous Dex,PICK IT UP (feat. A$AP Rocky),79,0.0149,0.921,0.467,0.000238,0.334,0.119,0.287
6or1bKJiZ06IlK0vFvY75k,"Hip-Hop, Rap",Eminem,Rap God,79,0.397,0.708,0.843,0.0,0.799,0.314,0.625
7IBSffWIu7P2MC7kMwy2FM,"Hip-Hop, Rap, Pop",Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),79,0.307,0.877,0.477,0.0,0.0929,0.0587,0.552
0BOm90PDLRJpTSqqd6z52E,"Dance, Pop",Luis Fonsi,Sola,79,0.506,0.569,0.526,0.0,0.0708,0.359,0.474
5uDASfU19gDxSjW8cnCaBp,"Hip-Hop, Rap",Rob $tone,Chill Bill,79,0.0312,0.8859999999999999,0.4270000000000001,0.00099,0.0906,0.145,0.23
4nVBt6MZDDP6tRVdQTgxJg,"Dance, Pop",One Direction,Story of My Life,79,0.225,0.6,0.6629999999999999,0.0,0.119,0.0477,0.28600000000000003
5EYBryPOgIEPB7r5QIy6eG,"Dance, Pop",Shawn Mendes,Fallin' All In You,79,0.405,0.853,0.476,0.0,0.111,0.0361,0.7959999999999999
2gQYziDV5cSTRSqr6akzi5,"Hip-Hop, Rap",Ski Mask The Slump God,Take A Step Back,79,0.109,0.802,0.59,0.0,0.429,0.273,0.747
2gZUPNdnz5Y45eiGxpHGSc,"Rap, Pop",Kanye West,POWER,79,0.0162,0.5429999999999999,0.915,0.0,0.7440000000000001,0.113,0.5770000000000001
5vnpANH92iEajvGwE2oQ6r,"Dance, Pop, R&B",Camila Cabello,Real Friends,79,0.235,0.701,0.512,5.07e-06,0.135,0.0969,0.6629999999999999
4kflIGfjdZJW4ot2ioixTB,"Pop, Soul",Adele,Someone Like You,79,0.892,0.5589999999999999,0.33,0.0,0.0975,0.0285,0.285
2lYTJK94hb0fd1LQtb6Dhk,"Dance, Pop",David Guetta,Don't Leave Me Alone (feat. Anne-Marie),79,0.118,0.659,0.738,0.0,0.115,0.0477,0.481
5zA8vzDGqPl2AzZkEYQGKh,"Folk, Rock",Billy Joel,Uptown Girl,79,0.0747,0.701,0.943,0.0,0.601,0.0456,0.7909999999999999
2EzRdhuoPyNJDlep7lnNf2,"Hip-Hop, Pop",Danny Ocean,Dembow,79,0.0807,0.802,0.7440000000000001,0.0,0.0917,0.078,0.45
2EqlS6tkEnglzr7tkKAAYD,Rock,The Beatles,Come Together - Remastered 2009,79,0.0302,0.5329999999999999,0.376,0.248,0.0926,0.0393,0.187
1lHtE5JDCas1EwXhQIMOIj,"Pop, Rap, Rock",Hoobastank,The Reason,79,0.0127,0.447,0.6679999999999999,0.0,0.152,0.0294,0.0695
5HeKOKc4phmLn8e4I7EkzD,"Pop, Rock",Twenty One Pilots,My Blood,79,0.0563,0.7490000000000001,0.723,0.022,0.0977,0.0432,0.674
0SGkqnVQo9KPytSri1H6cF,"Hip-Hop, Rap, Pop, R&B",Big Sean,Bounce Back,79,0.105,0.77,0.5670000000000001,0.0,0.125,0.175,0.26
5cepAtqnEQ6yVG6088zMMu,Pop,Maluma,Corazón (feat. Nego do Borel),79,0.328,0.722,0.738,1.47e-05,0.198,0.247,0.748
18W92Zm1KjLCbUIszOhpkD,"Dance, Pop",NOTD,I Wanna Know (feat. Bea Miller),79,0.0253,0.6609999999999999,0.725,0.0,0.123,0.0563,0.605
4dASQiO1Eoo3RJvt74FtXB,"Hip-Hop, Rap, Pop",Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",79,0.255,0.502,0.7859999999999999,0.0,0.65,0.317,0.7390000000000001
0kCBorRrKZkSztd9m0QI3r,"Hip-Hop, Rap, Pop",Young Thug,Chanel (Go Get It) [feat. Gunna & Lil Baby],79,0.00183,0.938,0.5,0.0,0.077,0.14400000000000002,0.462
4cxMGhkinTocPSVVKWIw0d,"Hip-Hop, Rap, Pop",Russ,Losin Control,79,0.515,0.759,0.245,0.000154,0.102,0.138,0.209
5KhFaq45chTw8RGfWo8T8J,Rap,6ix9ine,BILLY,79,0.175,0.764,0.711,0.0,0.105,0.28800000000000003,0.774
1XRgIKC5TPwo7nWGyKqgG0,"Hip-Hop, Rap, Pop",Gucci Mane,I Get The Bag (feat. Migos),79,0.0232,0.89,0.633,0.000343,0.0993,0.168,0.425
4pN7yDeBmmAud5lBtuCsVs,Hip-Hop,Darell,Caliente,79,0.156,0.894,0.7959999999999999,0.000106,0.118,0.0807,0.408
5bgwqaRSS3M8WHWruHgSL5,Pop,Khalid,8TEEN,79,0.225,0.83,0.585,0.00209,0.0576,0.0366,0.642
2cOUlop2ZakjOKe4WinesN,"Dance, Pop",Niall Horan,Slow Hands,79,0.0139,0.726,0.431,0.0,0.054000000000000006,0.0554,0.86
05wIrZSwuaVWhcv5FfqeH0,Pop,Katrina & The Waves,Walking On Sunshine,79,0.0116,0.596,0.8690000000000001,0.173,0.0678,0.037000000000000005,0.944
1usoXi4f0BnMART4uActEA,Hip-Hop,Lalo Ebratt,Mocca - Remix,79,0.213,0.732,0.758,0.0,0.388,0.189,0.78
58QhkbaAkLFnn7JwAnAato,"Hip-Hop, Rap",Eminem,Fall,79,0.227,0.83,0.546,0.0,0.112,0.295,0.535
56twMOlq9DJc3EgpVUVIrW,"Dance, Pop, R&B",Demi Lovato,Stone Cold,79,0.475,0.412,0.472,0.0,0.0974,0.0476,0.327
0yB4jrSwN0bFtFRDR5vyMj,Pop,EXO,Love Shot,79,0.0702,0.6890000000000001,0.6779999999999999,0.0,0.0889,0.119,0.335
07FkzikE6FuHIa8Ma7zJGc,"Hip-Hop, Rap",NF,Lie,79,0.161,0.753,0.66,0.0,0.236,0.133,0.182
2TfSHkHiFO4gRztVIkggkE,"Pop, Rock",Fall Out Boy,"Sugar, We're Goin Down",79,0.00898,0.499,0.8240000000000001,0.0,0.163,0.0794,0.6990000000000001
0iwsQWgtjSq2kUXuZwTDAL,"Dance, Pop, R&B",Madison Beer,Home with You,79,0.067,0.631,0.599,0.0,0.0952,0.0878,0.727
0ikz6tENMONtK6qGkOrU3c,"Dance, Pop, Rock",Wham!,Wake Me up Before You Go-Go,79,0.272,0.62,0.574,0.0,0.0607,0.0421,0.9
51rXHuKN8Loc4sUlKPODgH,"Hip-Hop, Rap, Pop",Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",79,0.000874,0.563,0.7170000000000001,0.0,0.183,0.337,0.4270000000000001
10GJQkjRJcZhGTLagFOC62,"Dance, Pop",Hailee Steinfeld,Most Girls,79,0.0485,0.76,0.588,0.0,0.0847,0.0775,0.384
5nNmj1cLH3r4aA4XDJ2bgY,"Jazz, Soul","Earth, Wind & Fire",September,79,0.114,0.6970000000000001,0.809,0.000521,0.183,0.0302,0.98
09IOPhEh1OMe0HD9b36FJk,"Rap, Pop",Post Malone,Over Now,79,0.131,0.5589999999999999,0.7609999999999999,1.6e-06,0.14300000000000002,0.0877,0.24
2YlZnw2ikdb837oKMKjBkW,"Dance, Pop, R&B",Meghan Trainor,Like I'm Gonna Lose You,79,0.4,0.63,0.53,0.0,0.177,0.0434,0.417
7MHN1aCFtLXjownGhvEQlF,Pop,Manuel Turizo,Una Lady Como Tú,79,0.5489999999999999,0.7879999999999999,0.477,0.0,0.349,0.0434,0.86
5BbdKBZO0TH0GhfxUfyhL9,"Hip-Hop, Rap, Pop",Lil Baby,Freestyle,79,0.212,0.877,0.514,0.0,0.154,0.0657,0.272
2aMVyJSuDFFL1sTjJnvk7X,Hip-Hop,Paulo Londra,Nena Maldición (feat. Lenny Tavárez),79,0.17800000000000002,0.762,0.631,0.0,0.146,0.0544,0.379
5g45gvxgaYVuhkDACPnvfh,"Dance, Indie, Pop",James TW,You & Me,79,0.196,0.7140000000000001,0.6829999999999999,7.73e-06,0.102,0.0443,0.8240000000000001
2b3JxLi8KAiOsD8ehnOxDZ,Pop,Aitana,Vas A Quedarte,79,0.795,0.395,0.508,3.63e-06,0.0627,0.0326,0.168
5CQ30WqJwcep0pYcV4AMNc,Rock,Led Zeppelin,Stairway to Heaven - Remastered,79,0.58,0.338,0.34,0.0032,0.116,0.0339,0.197
7Ie9W94M7OjPoZVV216Xus,"Hip-Hop, Rap",Eminem,Not Afraid,79,0.529,0.855,0.954,0.0,0.205,0.264,0.6679999999999999
0ct6r3EGTcMLPtrXHDvVjc,"Dance, Pop",Avicii,The Nights,79,0.0166,0.527,0.835,0.0,0.249,0.0433,0.654
7iN1s7xHE4ifF5povM6A48,Rock,The Beatles,Let It Be - Remastered 2009,79,0.631,0.443,0.403,0.0,0.111,0.0322,0.41
6yz0Jndhv0QjKdpcEMbOjz,Rap,Trippie Redd,Shake It Up,79,0.128,0.7759999999999999,0.608,0.0,0.0932,0.104,0.402
3DamFFqW32WihKkTVlwTYQ,"Pop, Rock",Owl City,Fireflies,79,0.0294,0.591,0.649,0.0,0.133,0.0417,0.489
6ECp64rv50XVz93WvxXMGF,Pop,Maroon 5,This Love,79,0.0556,0.7140000000000001,0.8590000000000001,0.0,0.118,0.0372,0.755
0IktbUcnAGrvD03AWnz3Q8,"Pop, Rock",Jason Mraz,Lucky,79,0.29600000000000004,0.623,0.417,0.0,0.135,0.0354,0.721
0Zbbxnx4SGGHoIow4PpISP,Pop,Kygo,Stargazing,79,0.152,0.677,0.4970000000000001,0.0,0.0911,0.0809,0.419
1D2L6MefbXon28PzIk9I3r,"Rap, Pop",Post Malone,92 Explorer,79,0.269,0.802,0.743,1.36e-06,0.121,0.0474,0.877
39shmbIHICJ2Wxnk1fPSdz,"Dance, Rock",The Clash,Should I Stay or Should I Go - Remastered,79,0.079,0.742,0.833,0.0,0.384,0.115,0.816
2AIWoHr9DF6y4KALCBKWQS,Pop,BTS,IDOL,79,0.00481,0.7340000000000001,0.855,0.0,0.123,0.118,0.422
2xYlyywNgefLCRDG8hlxZq,"Folk, Rock",John Denver,"Take Me Home, Country Roads - Rerecorded",79,0.546,0.255,0.43,1.87e-05,0.188,0.0322,0.546
6wmAHw1szh5RCKSRjiXhPe,"Dance, Pop",Charlie Puth,How Long,79,0.211,0.845,0.561,3.49e-06,0.0383,0.0778,0.8109999999999999
0JcNysfWVWaMS7R6vzGB2k,"Dance, Pop",Carlos Vives,Robarte un Beso,79,0.0826,0.742,0.858,0.0,0.364,0.0483,0.64
5Ohxk2dO5COHF1krpoPigN,"Dance, Pop",Harry Styles,Sign of the Times,79,0.0275,0.516,0.595,0.0,0.109,0.0313,0.222
2AT8iROs4FQueDv2c8q2KE,"Indie, Rock",Arctic Monkeys,R U Mine?,79,0.0061600000000000005,0.28800000000000003,0.758,0.0,0.303,0.0371,0.619
1Fo4OvzP9PThFKMeMIAEYu,"Dance, Pop",Lauv,Superhero,79,0.82,0.6809999999999999,0.34,0.0,0.285,0.0339,0.417
5VuxWXbt7XENQCtE9TzpTv,"Rap, Pop",Post Malone,Spoil My Night (feat. Swae Lee),79,0.337,0.669,0.675,1.5e-05,0.109,0.0337,0.262
5R2rsbwCDXORX2tLfprRmM,"Hip-Hop, Rap, Pop",Lil Yachty,Yacht Club (feat. Juice WRLD),79,0.317,0.721,0.508,0.0,0.153,0.394,0.457
0puf9yIluy9W0vpMEUoAnN,"Dance, Pop, Rap, R&B",Jessie J,Bang Bang,79,0.26,0.706,0.7859999999999999,0.0,0.38,0.0909,0.7490000000000001
00mBzIWv5gHOYxwuEJXjOG,Indie,December Avenue,Sa Ngalan Ng Pag-Ibig,79,0.0846,0.518,0.7609999999999999,0.0,0.14800000000000002,0.0302,0.282
4Km5HrUvYTaSUfiSGPJeQR,"Hip-Hop, Rap, Pop",Migos,Bad and Boujee (feat. Lil Uzi Vert),79,0.061,0.927,0.665,0.0,0.123,0.244,0.175
254bXAqt3zP6P50BdQvEsq,Rock,Fleetwood Mac,Everywhere - 2017 Remaster,79,0.258,0.73,0.487,0.01,0.0852,0.0303,0.731
4KX8vXbouybtUptEyYxtIk,"Hip-Hop, Rap, Pop",Kodak Black,MoshPit (feat. Juice WRLD),79,0.394,0.769,0.627,0.0,0.106,0.262,0.49
3Ga6eKrUFf12ouh9Yw3v2D,Pop,Anitta,Downtown,79,0.18,0.775,0.679,7.26e-05,0.068,0.135,0.619
6tZ3b7ik1QDXFAZlXib0YZ,"Hip-Hop, Rap, Pop",J. Cole,Kevin’s Heart,79,0.482,0.8290000000000001,0.527,0.0,0.631,0.3670000000000001,0.473
4JehYebiI9JE8sR8MisGVb,"Dance, Pop, R&B",Beyoncé,Halo,79,0.272,0.508,0.72,0.0,0.0563,0.0628,0.472
70khXICDeTTxgYtw3EysKH,"Dance, Pop",Ariana Grande,sweetener,79,0.248,0.721,0.459,0.0,0.212,0.032,0.46
6ADSaE87h8Y3lccZlBJdXH,Rock,U2,With Or Without You - Remastered,79,0.000207,0.5429999999999999,0.4320000000000001,0.369,0.146,0.0288,0.107
2y4lAQpi5VTNLu2ldeTdUH,"Dance, Pop",Miley Cyrus,We Can't Stop,79,0.00882,0.613,0.622,0.0,0.37,0.0334,0.484
5MxNLUsfh7uzROypsoO5qe,Rock,Aerosmith,Dream On,79,0.388,0.307,0.433,9.08e-05,0.332,0.029,0.224
0ofHAoxe9vBkTCp2UQIavz,Rock,Fleetwood Mac,Dreams - 2004 Remaster,79,0.0644,0.828,0.4920000000000001,0.00428,0.128,0.0276,0.789
4XiGKQqbmnMVxDzUj6j3f2,"Pop, R&B",YK Osiris,Worth It,79,0.468,0.764,0.528,0.0,0.0811,0.0588,0.422
76resiPGue5Cum9rLUKCj0,Soul,Marvin Gaye,Ain't No Mountain High Enough - Mono,79,0.29,0.62,0.813,0.000109,0.14300000000000002,0.0307,0.8320000000000001
76PwajqH3ej4hnk9tgaJpp,"Hip-Hop, Rap, Pop",Gunna,Outstanding,79,0.309,0.8290000000000001,0.73,0.0,0.109,0.241,0.324
6JjPBQfI2Y8nIjnm65X6Pw,"Hip-Hop, Pop",Nicky Jam,X - Remix,79,0.0561,0.6629999999999999,0.696,3.77e-05,0.0778,0.103,0.738
4W9XGjEUVG9junR70FOLii,"Hip-Hop, Rap, Pop",Offset,Lick,79,0.172,0.959,0.539,0.0,0.108,0.0958,0.657
75NhhYjHO43mvZgYtnXgti,"Dance, Pop",Avicii,Lonely Together (feat. Rita Ora),79,0.17600000000000002,0.65,0.6829999999999999,2.82e-05,0.0832,0.0704,0.228
754kgU5rWscRTfvlsuEwFp,"Pop, Rock",Sixpence None The Richer,Kiss Me,79,0.023,0.526,0.7490000000000001,1.76e-06,0.0692,0.0283,0.421
7t2bFihaDvhIrd2gn2CWJO,"Hip-Hop, Rap, Pop, R&B",Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",79,0.22,0.805,0.33,0.0,0.105,0.1,0.211
1B4gJRq61xTs6r1O0Uq2iY,"Hip-Hop, Rap, Pop",Takeoff,Casper,79,0.525,0.921,0.607,1.12e-06,0.123,0.209,0.753
31M5m42C3EGlbydf9XB5to,Pop,Leslie Grace,Duro y Suave,79,0.111,0.769,0.721,5.9e-05,0.0505,0.153,0.618
1BECwm5qkaBwlbfo4kpYx8,"Pop, Rock",Panic! At The Disco,Death Of A Bachelor,79,0.0137,0.462,0.5379999999999999,0.0,0.429,0.059,0.405
33bnxcjePIkcmNjEFTJX0l,Pop,Piso 21,Déjala que vuelva (feat. Manuel Turizo),79,0.0482,0.6809999999999999,0.7879999999999999,0.0,0.0753,0.0785,0.8390000000000001
72LlwJM24dWKpFLVB3PWWQ,"Hip-Hop, Rap, Pop",Gunna,Sold Out Dates (feat. Lil Baby),79,0.433,0.8240000000000001,0.5539999999999999,0.0,0.124,0.115,0.316
6I9VzXrHxO9rA9A5euc8Ak,"Dance, Pop, Rap, R&B",Britney Spears,Toxic,79,0.0249,0.774,0.838,0.025,0.242,0.114,0.924
0wXuerDYiBnERgIpbb3JBR,"Hip-Hop, Rap, Pop",Childish Gambino,Redbone,78,0.16699999999999998,0.743,0.34700000000000003,0.00951,0.103,0.121,0.5720000000000001
5hTpBe8h35rJ67eAWHQsJx,"Hip-Hop, Rap, Pop",Aminé,Caroline,78,0.17,0.941,0.335,0.0,0.262,0.505,0.7070000000000001
5TVirkSwFEXF1nLJEebe2I,"Dance, Pop",Bazzi,Beautiful,78,0.214,0.6659999999999999,0.677,0.0,0.0979,0.0326,0.17800000000000002
0kN8xEmgMW9mh7UmDYHlJP,"Dance, Pop",Bruno Mars,Versace On The Floor,78,0.196,0.578,0.574,0.0,0.083,0.0454,0.301
5bcTCxgc7xVfSaMV3RuVke,"Dance, Pop",Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",78,0.0642,0.893,0.745,0.0,0.0943,0.0571,0.872
0r9d60ZYPAlFHq8qnUtkXN,Hip-Hop,Cosculluela,Madura (feat. Bad Bunny),78,0.138,0.878,0.555,1.34e-06,0.151,0.202,0.7509999999999999
5XAPpyIoYF3QXP34Hv8Pvx,"Hip-Hop, Rap",$uicideBoy$,Kill Yourself (Part III),78,0.324,0.753,0.679,4.2100000000000014e-05,0.423,0.0349,0.19
6XcfKZvJio9Z0fQy11GnNX,"Indie, Rock",lovelytheband,broken,78,0.00175,0.6659999999999999,0.728,4.26e-06,0.0429,0.0419,0.51
0vg4WnUWvze6pBOJDTq99k,"Pop, Rock",James Blunt,You're Beautiful,78,0.633,0.675,0.479,1.76e-05,0.08800000000000001,0.0278,0.454
5ByAIlEEnxYdvpnezg7HTX,"Hip-Hop, Rap, Pop",The Notorious B.I.G.,Juicy,78,0.472,0.889,0.816,0.0,0.204,0.247,0.777
1NDxZ7cFAo481dtYWdrUnR,"Dance, Pop",Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,78,0.15,0.703,0.868,0.132,0.104,0.0291,0.733
5D2mYZuzcgjpchVY1pmTPh,"Hip-Hop, Rap, Pop",50 Cent,Candy Shop,78,0.0253,0.614,0.574,3.2e-05,0.38,0.466,0.755
5DfWF0jqMgZDCiu9zJENTA,"Rap, Pop",Cardi B,Ring (feat. Kehlani),78,0.049,0.767,0.5429999999999999,0.0,0.115,0.103,0.485
0mUyMawtxj1CJ76kn9gIZK,"Pop, Rock",Daniel Powter,Bad Day,78,0.448,0.599,0.785,0.00336,0.151,0.0309,0.52
5e9TFTbltYBg2xThimr0rU,Rock,Fleetwood Mac,The Chain - 2004 Remaster,78,0.009000000000000001,0.545,0.67,0.000822,0.0451,0.0496,0.481
5HQVUIKwCEXpe7JIHyY734,"Hip-Hop, Rap, Pop",Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",78,0.0525,0.715,0.655,0.0,0.115,0.13699999999999998,0.531
5IVuqXILoxVWvWEPm82Jxr,"Dance, Pop, R&B",Beyoncé,Crazy In Love,78,0.00249,0.6459999999999999,0.77,0.0,0.0715,0.226,0.6809999999999999
5J4ZkQpzMUFojo1CtAZYpn,"Dance, Pop",Ariana Grande,Love Me Harder,78,0.00937,0.472,0.7140000000000001,0.0,0.0764,0.0334,0.24
5IXk9TVBuxG87sFrwclBJw,"Dance, Pop",Lady Gaga,Music To My Eyes,78,0.392,0.625,0.35600000000000004,0.00129,0.1,0.0319,0.325
43ZyHQITOjhciSUUNPVRHc,"Hip-Hop, Rap",Lil Pump,Gucci Gang,78,0.239,0.936,0.523,0.0,0.117,0.0597,0.6990000000000001
5ihS6UUlyQAfmp48eSkxuQ,Rock,Fleetwood Mac,Landslide,78,0.883,0.414,0.161,0.000223,0.117,0.0318,0.423
58kZ9spgxmlEznXGu6FPdQ,"Dance, Pop",The Chainsmokers,Sick Boy,78,0.109,0.6629999999999999,0.5770000000000001,0.0,0.12,0.0531,0.454
44KKhCyI0BGS6LvVyDqJtH,"Hip-Hop, Rap",Lil Pump,Esskeetit,78,0.022,0.932,0.506,0.0,0.0933,0.161,0.696
4cZ3UsiKd1kUQIaq4BFIj2,"Dance, Pop",Jack & Jack,No One Compares To You,78,0.127,0.7,0.748,0.0,0.0941,0.0434,0.631
4c2W3VKsOFoIg2SFaO6DY5,"Dance, Pop, R&B",Rita Ora,Your Song,78,0.158,0.855,0.624,0.0,0.0513,0.0488,0.962
4Xqpt53kWML7eTObGxQ43i,"Dance, Pop",Prince Royce,Adicto,78,0.318,0.735,0.762,0.0,0.371,0.04,0.7
4VPXFi4vFTtS9wHe6oMQaT,"Pop, R&B",Zara Larsson,I Can't Fall in Love Without You,78,0.784,0.485,0.332,0.000122,0.146,0.0338,0.273
0aym2LBJBk9DAYuHHutrIl,Rock,The Beatles,Hey Jude - Remastered 2015,78,0.0112,0.386,0.607,1.3800000000000003e-05,0.08800000000000001,0.0261,0.532
4RXpgGM7A4Hg7cFBoH5KyF,"Dance, Pop",Avicii,Hey Brother,78,0.0279,0.537,0.777,6.12e-05,0.0838,0.0473,0.4270000000000001
6OaVWaGfhXn70ZJfdVcabn,"Rap, Pop",Travis Scott,NO BYSTANDERS,78,0.0204,0.731,0.8109999999999999,0.0,0.411,0.0712,0.426
1DUSuNhF8P5vUGNPpQiZa5,Pop,Khalid,My Bad,78,0.5429999999999999,0.645,0.568,0.266,0.257,0.0823,0.391
48UPSzbZjgc449aqz8bxox,"Alternative, Rock",Red Hot Chili Peppers,Californication,78,0.0021,0.5920000000000001,0.767,0.00165,0.127,0.027000000000000003,0.328
0W5oXFrxZNBTIS1eMW9Ofz,Pop,Khalid,Saturday Nights REMIX,78,0.633,0.569,0.414,0.0,0.0916,0.0758,0.35
1E1uGhNdBe6Dddbgs2KqtZ,"Pop, Rock",Twenty One Pilots,Jumpsuit,78,0.008490000000000001,0.62,0.61,0.162,0.205,0.0373,0.235
1I8tHoNBFTuoJAlh4hfVVE,Pop,Kygo,Firestone (feat. Conrad Sewell),78,0.408,0.486,0.652,6.63e-05,0.077,0.052000000000000005,0.391
0YAQnYt2oB8OdoaeqnHyTI,"Hip-Hop, Rap, Pop",Bas,Tribe (with J. Cole),78,0.241,0.755,0.594,0.0,0.107,0.21600000000000005,0.237
6MdqqkQ8sSC0WB4i8PyRuQ,"Dance, Pop, Rap, R&B, Soul",Blackstreet,No Diggity,78,0.303,0.868,0.6459999999999999,0.0,0.284,0.28800000000000003,0.67
1I3ZAmPmbFV78oNKnibOiW,"Hip-Hop, Rap, Pop",Future,Jumpin on a Jet,78,0.0571,0.8240000000000001,0.595,3.7000000000000006e-06,0.0876,0.091,0.157
0Y4hwUppbGc8aIBmiTz30A,"Dance, Pop",Liam Payne,Familiar,78,0.0161,0.636,0.805,0.0,0.0793,0.327,0.908
4B0JvthVoAAuygILe3n4Bs,"Dance, Pop",Justin Bieber,What Do You Mean?,78,0.61,0.8370000000000001,0.5710000000000001,0.000898,0.0849,0.0922,0.8009999999999999
6MDjeiUWPPgEwLtiBrr9he,"Rap, Pop, Soul",GASHI,My Year,78,0.206,0.8420000000000001,0.8079999999999999,0.0,0.258,0.0491,0.705
44AyOl4qVkzS48vBsbNXaC,Rock,Elvis Presley,Can't Help Falling in Love,78,0.953,0.428,0.244,0.000144,0.102,0.0269,0.39
18n2GdCpsHYzkbMKPavE7Y,"Dance, R&B, Pop",Little Mix,Think About Us (feat. Ty Dolla $ign),78,0.0845,0.511,0.795,0.0,0.102,0.146,0.4320000000000001
6QNFQJKlZUKr0xlGZ74CZJ,Rap,Juice WRLD,Rich And Blind,78,0.0102,0.638,0.624,0.0,0.0944,0.0798,0.445
22nyEAEM29tcBRhukR089b,"Hip-Hop, Rap, Pop",Jaden Smith,Icon,78,0.222,0.7859999999999999,0.82,0.0,0.575,0.232,0.49
0jtTDKt1FRTnKbWtWSGLoy,Pop,Bhad Bhabie,Bestie (feat. Kodak Black),78,0.0741,0.908,0.625,0.0,0.182,0.19,0.613
6U2NuJILEOEpW2tVCuqKHb,"Hip-Hop, Pop",Daddy Yankee,Dura - Remix,78,0.188,0.772,0.8029999999999999,0.0,0.434,0.0468,0.853
0wwPcA6wtMf6HUMpIRdeP7,"Hip-Hop, Rap, Pop",Drake,Hotline Bling,78,0.00302,0.903,0.621,0.000186,0.0504,0.0578,0.5529999999999999
0xq4ZTcmwBfkPGo4RRKmMe,Pop,CHUNG HA,Gotta Go,78,0.0741,0.53,0.8290000000000001,0.0,0.0993,0.0445,0.423
4w1lzcaoZ1IC2K5TwjalRP,"Folk, Pop, Rock",Vanessa Carlton,A Thousand Miles,78,0.32299999999999995,0.56,0.825,0.0,0.161,0.0379,0.268
11bD1JtSjlIgKgZG2134DZ,"Pop, Rock",Snow Patrol,Chasing Cars,78,0.209,0.563,0.5920000000000001,5.08e-05,0.132,0.0276,0.136
4178A5NkEjcsGc64jpBO6d,"Dance, Pop",Luis Fonsi,Calypso,78,0.138,0.866,0.8590000000000001,0.0,0.401,0.0587,0.923
6SFtimpTgM5wdYqTalvtFy,Pop,Jesse & Joy,Te Esperé,78,0.14800000000000002,0.5920000000000001,0.6920000000000001,1.27e-06,0.235,0.0298,0.274
4rgwri7LajWVZvdj2N81SS,"Hip-Hop, Rap",Ski Mask The Slump God,Catch Me Outside,78,0.165,0.943,0.677,0.0,0.327,0.246,0.615
0dIoGTQXDh1wVnhIiSyYEa,"Rap, Pop",Cardi B,Bartier Cardi (feat. 21 Savage),78,0.00111,0.908,0.524,0.000678,0.383,0.181,0.109
0g5EKLgdKvNlln7TNqBByK,"Dance, Pop",DJ Snake,Middle,78,0.0203,0.586,0.701,0.0,0.055,0.0416,0.254
5tf1VVWniHgryyumXyJM7w,"Dance, Pop",Robin Schulz,Sugar (feat. Francesco Yates),78,0.0185,0.636,0.815,0.0,0.163,0.0581,0.636
155EsNGoXo7XSVF84oTPam,"Dance, Pop",ZAYN,There You Are,78,0.0257,0.452,0.685,0.0,0.11,0.0385,0.305
